,Iteration,Fitness,Time,State,current_restart,max_iters,Restarts
0,0,1211.1046030266018,0.0001246820000000426,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,0
1,2,1210.120124734893,0.0005582289999999102,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,0
2,4,1210.120124734893,0.000886431999999937,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,0
3,8,1182.0356871911797,0.001465276999999876,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,0
4,16,970.662947421803,0.002358843999999971,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,0
5,32,853.5798343529784,0.004004914999999887,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,0
6,64,820.6709519127387,0.007878330999999905,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,0
7,128,719.4183786273119,0.01493045500000001,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,0
8,256,654.620521999207,0.028048658999999976,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,0
9,512,528.4676487440818,0.05868732100000007,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,0
10,1024,507.61123371464737,0.1340836569999999,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,0
11,2048,481.1386527714594,0.3316735769999999,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,0
12,0,1211.1046030266018,8.941500000014813e-05,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,5
13,2,1210.120124734893,0.00046807299999995777,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,5
14,4,1210.120124734893,0.0007989120000000405,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,5
15,8,1182.0356871911797,0.0013842569999999998,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,5
16,16,970.662947421803,0.0023106910000001424,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,5
17,32,853.5798343529784,0.003985533000000041,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,5
18,64,820.6709519127387,0.007293600999999983,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,5
19,128,719.4183786273119,0.013551639000000115,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,5
20,256,654.620521999207,0.026221951000000132,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,5
21,512,528.4676487440818,0.05666962800000008,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,5
22,1024,507.61123371464737,0.13061819800000007,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,5
23,2048,481.1386527714594,0.33276729000000027,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,5
24,0,1211.1046030266018,8.976199999999324e-05,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,20
25,2,1210.120124734893,0.0004626370000000435,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,20
26,4,1210.120124734893,0.0007944800000001528,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,20
27,8,1182.0356871911797,0.0013830650000001832,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,20
28,16,970.662947421803,0.002343726999999962,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,20
29,32,853.5798343529784,0.0041687930000002815,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,20
30,64,820.6709519127387,0.007401987000000165,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,20
31,128,719.4183786273119,0.013571118000000215,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,20
32,256,654.620521999207,0.026251051000000025,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,20
33,512,528.4676487440818,0.05569839500000029,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,20
34,1024,507.61123371464737,0.13019501,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,20
35,2048,481.1386527714594,0.33436827299999994,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,20
36,0,1211.1046030266018,9.072800000042847e-05,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,30
37,2,1210.120124734893,0.00047388900000022716,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,30
38,4,1210.120124734893,0.0008094240000002806,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,30
39,8,1182.0356871911797,0.0014184800000003328,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,30
40,16,970.662947421803,0.0023579310000001463,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,30
41,32,853.5798343529784,0.004067285000000087,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,30
42,64,820.6709519127387,0.007594638000000042,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,30
43,128,719.4183786273119,0.014492326000000055,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,30
44,256,654.620521999207,0.027743627000000437,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,30
45,512,528.4676487440818,0.06187968200000027,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,30
46,1024,507.61123371464737,0.1457452410000002,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,30
47,2048,481.1386527714594,0.3489525170000003,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,30
48,0,1211.1046030266018,9.081100000019049e-05,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,45
49,2,1210.120124734893,0.00047957300000023295,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,45
50,4,1210.120124734893,0.0008121670000003078,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,45
51,8,1182.0356871911797,0.0014063540000002206,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,45
52,16,970.662947421803,0.0023388470000003103,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,45
53,32,853.5798343529784,0.004035191000000271,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,45
54,64,820.6709519127387,0.00752414899999998,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,45
55,128,719.4183786273119,0.013991657000000046,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,45
56,256,654.620521999207,0.027184601000000086,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,45
57,512,528.4676487440818,0.05771322000000012,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,45
58,1024,507.61123371464737,0.1333180920000001,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,45
59,2048,481.1386527714594,0.34127134900000033,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,45
60,0,1211.1046030266018,9.582400000018865e-05,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,60
61,2,1210.120124734893,0.0004946740000000283,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,60
62,4,1210.120124734893,0.0008520010000001577,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,60
63,8,1182.0356871911797,0.0014784489999999373,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,60
64,16,970.662947421803,0.00246884199999986,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,60
65,32,853.5798343529784,0.00436684300000012,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,60
66,64,820.6709519127387,0.007787626999999908,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,60
67,128,719.4183786273119,0.014537303000000001,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,60
68,256,654.620521999207,0.02811278400000017,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,60
69,512,528.4676487440818,0.05951301200000003,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,60
70,1024,507.61123371464737,0.13615310700000016,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,60
71,2048,481.1386527714594,0.3419335459999999,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,60
72,0,1211.1046030266018,0.00010136599999999163,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],0,2048,75
73,2,1210.120124734893,0.0005041280000002146,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,75
74,4,1210.120124734893,0.0008535380000003201,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  4  3  7 15],0,2048,75
75,8,1182.0356871911797,0.0014887869999999914,[ 1  5 18 21 19 12 11  0 20  6  2 16 13 10 17  9 14  8  4  3  7 15],0,2048,75
76,16,970.662947421803,0.00246905700000033,[ 1  5 18  8 19 12 11  0 20  6  2  4 13 10 17  9 14 21 16  3  7 15],0,2048,75
77,32,853.5798343529784,0.0042631640000001525,[ 1  5 18  8 19 12 10  0 20 15  2  4  6 11 13  9 14 21 16  3  7 17],0,2048,75
78,64,820.6709519127387,0.007774268000000362,[ 1  9 18  8 19 17  3  0 14 15 12 11  6  4 13  5 20 21 16  2  7 10],0,2048,75
79,128,719.4183786273119,0.01415909800000037,[ 1  9 18  8  2 17  7  5 14 20 12 11  6  4 13 19 15 21 16  0  3 10],0,2048,75
80,256,654.620521999207,0.027802007000000017,[15  9 18  8  2 17  7  5 14 20 12  0 10  4  1 19 13 11 16 21  3  6],0,2048,75
81,512,528.4676487440818,0.059488206000000154,[13  7 17  2 18  8  9  5 14 20 15 12  0 19  1  4 10  3 16 21  6 11],0,2048,75
82,1024,507.61123371464737,0.13556077899999996,[ 4 13  1  2 18  8  9  5 14 20 15 12  0 17 19  7 10  3 16 21  6 11],0,2048,75
83,2048,481.1386527714594,0.3435510060000002,[ 4 13  1 19  2 18  8 14  5 20 15 12  0  9 17  7 10  3 16 21  6 11],0,2048,75
